node_id,label,label_id,f10001,f10002,f10003,f10004,f10005,f10006,f10007,f10008,f10009,f10010,f10011,f10012,f10013,f10014,f10015,f10016,f10017,f10018,f10019,f10020,f10021,f10022,f10023,f10024,f10025,f10026,f10027,f10028,f10029,f10030,f10031,f10032
kobs_state-3c5334f9-d403-11ec-a9ad-00155d8545fd,target_cluster_internal_networking,1013,0.0006448627690293675,,0.0009541331704646535,,0.02447369036145746,0.019755197466626684,0.09554043837645132,0.02009403153651911,,0.00935953851763537,,0.29961444042440016,,,0.0009828063435456615,,,0.08945004472410079,,,,0.000978553984100067,,0.009612038236229685,,,,,,,0,0
kobs_state-3c5335a0-d403-11ec-9805-00155d8545fd,target_cluster_internal_networking,1013,0,,0.0009763331732453969,,0.02506121845535756,0.02005384012983871,0.09551311654966266,0.02029770725018111,0.06570320272944369,,,0.2918225454843985,0,,0.0010151159328103754,,,,,0,,0.0010166805674534504,0.0027839337927931165,0.00952112799503585,,,,,0,,0.004890787436852435,
kobs_state-3c537fc6-d403-11ec-b3bf-00155d8545fd,target_exposed_sensitive_interfaces,1021,0,,0.0009768525906576283,0,0.025112661749778133,0.01985110747948992,0.09557512649026847,0.020307388767266475,,,,,,,0.0009828063435456615,0.0028128816397869744,0,0.041935860328803115,0.08835731972552555,0.008943657772041768,0.010045932858721903,0.0009541380846235505,,0.010071627225180775,,,,,0.009981854781759546,0.08071598720938478,,
kobs_state-3c5380db-d403-11ec-a903-00155d8545fd,target_exposed_sensitive_interfaces,1021,8.909294488249342e-05,0,0.0010181827491977627,,0.023824724218715444,0.01925154544265922,0.09814626761053134,0.02009403153651911,,,,,,,0.000995171390932347,,,,,,0.008999543114721903,0.0009541380846235505,,0.010058508540685481,0.005029986465279113,0.008324063415463028,0.0006260027202357097,,0.009756224305855083,,0,
kobs_state-3c539a13-d403-11ec-bf25-00155d8545fd,target_new_container,1028,0.0005424318906506933,,0.0009584092360461402,,0.02447369036145746,0.01985110747948992,0.09554043837645132,0.019825910017148646,,,,,0.0031707879266031406,,0.000995171390932347,0.0974135901683494,0,,0.09981622116971733,,0.001247848802932045,0.0009789395052206993,,0.01003300893491373,0,0,,,0,,,0.004057085142573635
kobs_state-3c539a4b-d403-11ec-af26-00155d8545fd,target_new_container,1028,0,,0.0009768525906576283,,0.0253980093226606,0.019447396530919547,0.09557512649026847,0.01951658441790279,,,0.22268678280405152,0.04563498378273779,,,0.000995171390932347,0.09852919403738401,,,0.09835329711795689,0.006413540441408514,0.021731466443981575,0.000975825648443333,,0.009612038236229685,,,,,0,0.08071598720938478,,
kobs_state-3c539ab8-d403-11ec-a2e9-00155d8545fd,target_new_container,1028,0,,0.0009889841872143504,,0.02447369036145746,0.019989440074410593,0.10110826915676908,0.019806166127964507,,,0.03241134479739111,0.15556424931120252,,,0.0010098726896688535,0.09864863144081348,,0.06034605337626879,0.10122257708092042,,,0.0010166805674534504,,0.009598511829989723,,0.005776043348086102,,0.17731028121667028,,0.07462038580613688,,0.005411754204563449
kobs_state-3c53b196-d403-11ec-aa9a-00155d8545fd,target_sidecar_injection,1032,8.909294488249342e-05,0,0.0009889841872143504,,0.02506121845535756,0.019447396530919547,0.10110826915676908,0.019825910017148646,,,0.033253018712291714,,,,0.0010151159328103754,,,,,,,0.0009587023597850537,0.004748556927650037,0.010071627225180775,,,,,,0.09855444492388879,,
kobs_state-3c53b1cd-d403-11ec-81f0-00155d8545fd,target_sidecar_injection,1032,0,,0.0009812989096920988,,0.02447369036145746,0.02005384012983871,0.09500400370792343,0.020307388767266475,0.08538744433802346,0,0.1681248885924983,0.21037552897571674,,,0.0010151159328103754,,,,,,0.00023860126106366525,0.000975825648443333,,0.009515593960835607,,0.0005743088130356205,,,,0.09851136843843036,0.001625538225287618,
kobs_state-3c53b203-d403-11ec-97b2-00155d8545fd,target_sidecar_injection,1032,0.0005955991538965258,,0.0009889841872143504,,0.02436266861361692,0.01949577326377291,0.09551311654966266,0.019205767347858605,0.1547859581125601,,,,,,0.0009981315980066602,,0,,,0.006728262255871554,0.023114286858619937,0.0009541380846235505,,0.010058508540685481,,0.004907517366821613,0.0007712308168120204,,,0.09850164046181085,,0
kobs_state-3c53fe77-d403-11ec-bd75-00155d8545fd,target_data_destruction,1017,0,,0.0009995658280467098,,0.023824724218715444,0.019040981081026278,0.09712038888008848,0.019963137242820932,,,,0.0756983561242324,,,0.0010098726896688535,0.03269347899802698,,,,,0.014318620950178735,0.0009587023597850537,,0.00952112799503585,0.0028137922107592927,0.0007238979291863427,0.0009541662074362835,,,,0.0004160444030754779,
kobs_state-3c53feb3-d403-11ec-a61a-00155d8545fd,target_data_destruction,1017,0,,0.00098408230862974,,0.02447369036145746,0.01949577326377291,0.09551311654966266,0.01951658441790279,0.06526910031315586,,,,,0.007456918933655345,0.0010151159328103754,,,0.08311164204796923,,,,0.000978553984100067,,0.009598511829989723,,0.005776043348086102,0.0009949144580348583,,,,0,
kobs_state-3c541bf2-d403-11ec-b7dc-00155d8545fd,target_access_kubelet_api,1004,0,,0.0009889841872143504,0,0.02436266861361692,0.020385848005622972,0.09814626761053134,0.02009403153651911,0.19562984196304903,,0.23111620305756855,0.07135027520333714,0.0019621780662512746,,0.0010098726896688535,0.03269347899802698,,0.012174470121632152,,,,0.0010155782078587058,0.009661583397881694,0.009612038236229685,,,0.0009725910069933463,,,,,0.0049944521681659325
kobs_state-3c543340-d403-11ec-bb06-00155d8545fd,target_clear_container_logs,1011,0,0,0.0009889841872143504,,0.023824724218715444,0.019040981081026278,0.09706308490964145,0.01988600954122427,,,,,,,0.0009981315980066602,0.03690503109220739,,,0.09189003717316832,,,0.0009515710131761945,0,0.010021116635280585,0.00726997541399282,,,0.06555255118515778,,,0.006358476716289961,0.009526569662965228
kobs_state-3c543424-d403-11ec-8d38-00155d8545fd,target_clear_container_logs,1011,0.00039226607949180106,0,0.0009812989096920988,0,0.0253980093226606,0.020381743711970348,0.09554043837645132,0.01951658441790279,,,,,,,0.0009828063435456615,0.02301738656436315,,,0.07350665638637384,,,0.0009789395052206993,,0.00952112799503585,0,,,,,,,0.00975294148554254
kobs_state-3c544a8f-d403-11ec-9b62-00155d8545fd,target_using_cloud_credentials,1034,0.000999057117380835,,0.0009907766183363384,0,0.02447369036145746,0.01925154544265922,0.09557512649026847,0.019205767347858605,0.19489453531532566,,0.06067050510377553,,0,,0.0009981315980066602,,,,,,,0.0010155782078587058,,0.009612038236229685,0,,,,,,0.00135315318364684,
kobs_state-3c544b69-d403-11ec-b878-00155d8545fd,target_using_cloud_credentials,1034,0.0009820706042246983,0,0.0009584092360461402,,0.023824724218715444,0.019755197466626684,0.09844903687650004,0.019205767347858605,,,0.23690040508624055,,,0.019069553156423828,0.0009743660610434052,0.068732939267439,,,,,0.005803973554224476,0.0009515710131761945,,0.010021116635280585,,0.004009527010982621,,0.1802933519981227,,0.028505178199322377,0,
kobs_state-3c54632e-d403-11ec-98f2-00155d8545fd,target_writable_hostpath_mount,1036,0.0002816659374919688,,0.0010181827491977627,,0.02427567618421279,0.019447396530919547,0.09706308490964145,0.019205767347858605,,,0.2315945728793299,0.0024071888007205526,0,,0.000956997111848119,,,0.08677575851779107,,,,0.0009541380846235505,,0.01003300893491373,0.009709923162099338,,0.00043976744169744466,,0.006142038778162531,,,
kobs_state-3c54dc9d-d403-11ec-a171-00155d8545fd,target_list_kubernetes_secrets,1024,0,,0.0009541331704646535,0,0.025112661749778133,0.020385848005622972,0.09706308490964145,0.019806166127964507,,0.0005721552436100396,,,,0.04283887247141522,0.0010106381935462568,,,,,,,0.000978553984100067,,0.009598511829989723,,0.0009333604976933847,,,0,,,
kobs_state-3c54f454-d403-11ec-b331-00155d8545fd,target_writable_volume_mounts_on_the_host,1037,0,,0.0009889841872143504,,0.02436266861361692,0.02005384012983871,0.09500400370792343,0.02029770725018111,,,0.056507720767315195,0.0756983561242324,,0.020621139073292254,0.0009743660610434052,,,0.06420084253396006,,0,,0.0009587023597850537,,0.009612038236229685,0.009980498690123412,,,0.1130518163791669,,,,0.008266416929504519
kobs_state-3c5528a7-d403-11ec-bfca-00155d8545fd,target_access_cloud_resources,1002,0,,0.0009541331704646535,,0.02515593177128217,0.01925154544265922,0.09500400370792343,0.01951658441790279,0.14958406213782818,,,,,,0.0009828063435456615,,,0.05952999876733202,,0,,0.0009587023597850537,,0.01003300893491373,0.009980498690123412,,0.0008419316184070112,,,0.08071598720938478,0.0004160444030754779,0
kobs_state-3c554047-d403-11ec-acb7-00155d8545fd,target_exec_into_container,1020,0,0,0.0010181827491977627,0,0.02427567618421279,0.019447396530919547,0.09706308490964145,0.020307388767266475,,,,,0.008682950300772383,,0.0009896494681699128,0.0449435824743179,0,,,0.009743649015807144,,0.0009587023597850537,,0.00952112799503585,,,,,,,0.0007575678806352315,
kobs_state-3c5541e5-d403-11ec-a1e8-00155d8545fd,target_exec_into_container,1020,0,,0.0009541331704646535,,0.0253980093226606,0.020385848005622972,0.09844903687650004,0.019963137242820932,,,,,0,,0.0010098726896688535,,0,,,0.009537459553440755,,0.0009515710131761945,,0.010058508540685481,,,0,,0,,0,
kobs_state-3c55593e-d403-11ec-aa7a-00155d8545fd,target_delete_kubernetes_events,1018,0.0003848919680598062,,0.00098408230862974,0,0.02515593177128217,0.01949577326377291,0.09500400370792343,0.019205767347858605,0.19458058067177714,0,,,0,,0.0009828063435456615,,,,0.03389240530160049,,0.02222703832053179,0.0010155782078587058,,0.009598511829989723,,0.0007238979291863427,,,0.003866797996474975,,,0.010157004796931135
kobs_state-3c555996-d403-11ec-a5d6-00155d8545fd,target_delete_kubernetes_events,1018,0.0006179988701991423,0,0.00098408230862974,,0.024925122223094884,0.02005384012983871,0.09557512649026847,0.019205767347858605,,,,,0,,0.0010037354704468464,,,0.020083349583709317,,,,0.0010067467386706628,,0.01003300893491373,0,,,,,,0.0002976001339887725,0.0098946129340317
kobs_state-3c5559d4-d403-11ec-b770-00155d8545fd,target_delete_kubernetes_events,1018,0,,0.0009907766183363384,,0.024925122223094884,0.02005384012983871,0.09656422540898761,0.02029770725018111,,,,,,,0.000995171390932347,0.017859523743172956,,0.0778130345422369,0.0844876431481184,,,0.0010067467386706628,,0.009515593960835607,0,,,,,0.0054816439457161525,,0.010199862418263145
kobs_state-3c555a7b-d403-11ec-96d9-00155d8545fd,target_delete_kubernetes_events,1018,0,,0.0009768525906576283,0,0.023824724218715444,0.020381743711970348,0.09500400370792343,0.02009403153651911,,,,0.23153751377241777,,0.049427524476292804,0.000995171390932347,,,,0.060630052627524064,,0.014318620950178735,0.0009862035164050539,,0.009515593960835607,,,0,,0,,,0.009799560246034653
kobs_state-3c5572bb-d403-11ec-ace9-00155d8545fd,target_ssh_server_running_inside_container,1033,0,,0.0009763331732453969,0,0.02400128562531024,0.01985110747948992,0.09844903687650004,0.02009403153651911,,0.0018068226662207696,0.07394379794959081,,,,0.0010037354704468464,,,,,,,0.0010166805674534504,0.004391719640424363,0.009515593960835607,0.009592713945136423,0.004581578011338112,0,,,,0.00998636034806013,
kobs_state-3c55a0f0-d403-11ec-8a0c-00155d8545fd,global_obstate,1001,0.00018490726713908185,,0.0009907766183363384,,0.02427567618421279,0.019040981081026278,0.09712038888008848,0.01958690639259855,0.14700871857525055,,,,,,0.000995171390932347,,0,,0.03215953181198113,,,0.0009541380846235505,0,0.010021116635280585,,,,,,,,0
kobs_state-3c55a167-d403-11ec-b37b-00155d8545fd,global_obstate,1001,0.0008835838777563426,,0.0009907766183363384,,0.02400128562531024,0.01925154544265922,0.09712038888008848,0.019825910017148646,,,0.10804158037416194,,,,0.000956997111848119,,,,0.012423318428007977,,0.005196578238764176,0.0009587023597850537,,0.00952112799503585,,,,,,,,0
kobs_state-3c55ea8b-d403-11ec-9153-00155d8545fd,target_compromised_images_in_registry,1014,0.00018490726713908185,2,0.0009889841872143504,,0.023824724218715444,0.019989440074410593,0.09554043837645132,0.019806166127964507,,,,,,,0.0010098726896688535,,0,,,,,0.000978553984100067,,0.010101391541520144,0.008518290225657532,0.007958914854698742,,,0,0.08706036040573079,0.00421639440681987,
kobs_state-3c5604df-d403-11ec-a31b-00155d8545fd,target_mount_service_principal,1026,0.0002762416003055679,,0.0009907766183363384,,0.0253980093226606,0.01925154544265922,0.10110826915676908,0.01951658441790279,,,,,,,0.0009981315980066602,,0,0.03944409096108329,,0,0.023443540002480466,0.0010067467386706628,0.008440494643590271,0.010037944141109733,,,,,0.001977765651346284,,0,0.009526569662965228
kobs_state-3c560562-d403-11ec-aacb-00155d8545fd,target_mount_service_principal,1026,0,,0.0009812989096920988,,0.02400128562531024,0.019447396530919547,0.09706308490964145,0.01988600954122427,,0.0032803139427939375,0.07242949113888231,,,,0.0009981315980066602,,,0.041935860328803115,,0,0.011628309285080001,0.000978553984100067,0,0.009515593960835607,,,,,,,,0.009799560246034653
kobs_state-3c526a6d-d403-11ec-9763-00155d8545fd,target_access_kubernetes_dashboard,1005,0.0008226476492601525,,0,0,0.019628474730748427,0.01403358148520347,0.08780993598403848,0.01599651052402127,,,,,0,,0.0007200039943583181,0.04895041009587191,0,,,,,0.000823965342578693,0,0.008034895470308612,,,,,,0.08163647812714472,0,
kobs_state-3c526aa5-d403-11ec-bbc0-00155d8545fd,target_access_kubernetes_dashboard,1005,0.0003605126385507505,,0,0,0.02321345947391001,0.0029629029169338894,0.09729814636113429,0.0014966795685695037,,,,,0.006014001838947856,,0.00093379482490945,,,,,,0.0007919732815914539,0.0005931308018779973,,0.005458265840492143,,,0,,,0.00233723416521491,,0.00950506959716101
kobs_state-3c526e42-d403-11ec-950b-00155d8545fd,target_access_kubernetes_dashboard,1005,0,,0.0005339536630537077,,0.0041382357320268745,0.001791013011021551,0.03208642191204138,0.012010006599273475,,0,,,0.007373900928602353,,0.00074184796533303,,,,0.07909992215854579,0,,0,,0.0033118862557533334,0,,,0.0011762447621843975,0.0009459862837467737,0.08071598720938478,,
kobs_state-3c526f52-d403-11ec-8090-00155d8545fd,target_access_kubernetes_dashboard,1005,0.0009652185186721799,,0.00020966949425154947,0,0.02233184976315509,0.011441249776220765,0.05015349535297986,0.0036147549937179764,0.10871251361230905,0,,,0,,0,,,,0.06650258238195311,0.002469980966033996,,0.0007217311141038528,,0.0036396428457155564,,,,,,0.04352835249094258,,
kobs_state-3c527395-d403-11ec-876b-00155d8545fd,target_access_kubernetes_dashboard,1005,0,0,0,,0.021711325705173007,0.00546127417794791,0.028374010993213742,0.00014549412880784777,,,0.1917105191089198,,0.008682950300772383,0.0913579160841513,0,,,,,,,0.00095685041241316,,0,,0.0007238979291863427,,,0,,,
kobs_state-3c5275a6-d403-11ec-966d-00155d8545fd,target_access_kubernetes_dashboard,1005,0.0003848919680598062,,0,,0.0025603653384865246,0.012263214283449564,0.0005786743163965391,0.016004097252828937,0.08935438807519162,0,,,0,0.06767916176181223,0.0007467643612660204,,,,,,,0.0002614886188258923,,0,0,,,,,,,0.005607752864295636
kobs_state-3c527727-d403-11ec-a6d4-00155d8545fd,target_access_kubernetes_dashboard,1005,0,,0,0,0.020625676027974493,0.016183833989148754,0.0499443381297485,0.01599651052402127,,0,,,0,0.049427524476292804,0.000947990240787505,,,,0.08671251688354566,,0.004669534036452067,0,,0.00901260256611011,,,0,,,,,0
kobs_state-3c527a14-d403-11ec-9d48-00155d8545fd,target_access_kubernetes_dashboard,1005,0,,0,0,0.0019500704981817146,0.007412476111194389,0.06887622588831256,0.001509877605617683,,,,,0.0019621780662512746,,0.0002887494056574995,,0,,,,,0,,0.00634006932397101,0.009108197712162184,,,0.013162865558064089,,,,0
kobs_state-3c528300-d403-11ec-adee-00155d8545fd,target_hostpath_mount,1022,0,,0,,0.0002945972777839186,0.002091723545281783,0.017147300529746494,0.011958744606584798,,0.007097310991573941,,0.05283845706006761,,,0,,,,,0.0031232173646181497,0.0003625229184576768,0.0005980116665517863,,0.002010545932545356,0.002181806682393393,0.005725923732215104,,,,0.09097141242847384,0.0007575678806352315,
kobs_state-3c52840e-d403-11ec-94c3-00155d8545fd,target_hostpath_mount,1022,0.0002762416003055679,,1.0888670236719882e-05,0,0.01941430442565596,0.004164380820670742,0.04365610125511769,0.004647416441292616,,,,0.11218601520666295,,,0.0007467643612660204,,,,,,,0,,0.008034895470308612,0,,,0.07921744787653365,0.007199918763283537,,,0.009081046936262056
kobs_state-3c5286c6-d403-11ec-9cdc-00155d8545fd,target_hostpath_mount,1022,0.0009442528721068016,0,0,0,0.010391247091713317,0.00639113167610336,0.07318098760240714,0.005863764539906214,,,,,,,0.00074184796533303,,,0.03893496841347322,,,,0.0006989265462620943,,0.008709427408490763,0.009108197712162184,,0.0006409264996406826,,0.006930496701579827,,,
kobs_state-3c528a87-d403-11ec-a38b-00155d8545fd,target_hostpath_mount,1022,0,,0.0007969912485357417,,0.01654965424562969,0.019245841444092908,0.09788415649438671,0.011447302243332453,,,,,,,0,0.06101260382471061,,0.015616708219703604,,,,0.0001454169375889736,0.008833270450741258,0.008034895470308612,0.0013060936369342305,,,,0,,0.007338540076011232,0
kobs_state-3c528da0-d403-11ec-8e32-00155d8545fd,target_hostpath_mount,1022,0,0,0.0006338197726114747,,0.01941430442565596,0.00014316874785115052,0.018287911685831784,0.010851458565325498,,,,,,,0,,,,,,0.0175961449741423,0,,0,0.0008844642201030587,,0,0.16364848734379178,0,,0,
kobs_state-3c528e3f-d403-11ec-9f2f-00155d8545fd,target_hostpath_mount,1022,0,,0.00014399526854347796,,0.016315900082569855,0.0035540643151521396,0.03614673412064471,0.015240679471440767,,,,,,,0,,,,,,,0.0007333979946178452,,0,0.0033681960872090585,,0,,,,0,0
kobs_state-3c5291fa-d403-11ec-b17b-00155d8545fd,target_hostpath_mount,1022,0,0,0.000763222046331392,,0.01527470432913741,0.004164380820670742,0.0803194588046938,0.010347754514963186,,,,0.045623333880504685,,,0,,,0.08311164204796923,,,,0.00037554480567719906,,0.009183535806725325,0,,,,0,,,0.00515099545205811
kobs_state-3c529743-d403-11ec-a420-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0,,0,,0.016990085934235753,0.004625759954773297,0.007979757443857823,0.010347754514963186,,,,,0,,0.0006220135596059392,0.017859523743172956,0,,,,,0.0005632997545805996,,0.006526382261902741,,,,0.006332467266773435,0.009554374587637296,0.09313397937579938,0,
kobs_state-3c529a50-d403-11ec-8474-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0.0006255518457667684,0,0.00015607822677401212,0,0.01660733520070524,0.01619513390815667,0.03679421289009063,0.017407108594303073,,,,,0.002662892559172111,,0.0002410999832957153,,0,,0.06286679764538798,,,0.0009255128481200725,,0.009337158028740055,,,,,,,0.006713499587224964,0
kobs_state-3c529bc7-d403-11ec-8f02-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0.000264000508555094,,0,,0.008142726198179259,0.0018967471779170824,0.04355920238462301,0.00014549412880784777,,,,,,,0,0.01251551322021365,0,0.08132293962080389,,,0.0009797369135144762,0,,0.0060957482770330525,,,,,0,,,
kobs_state-3c529e02-d403-11ec-9e6d-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0.0006255518457667684,0,0,,0.008803967285749321,0.01723396965615211,0.0521530483195639,0.015200872963074466,,,0.13213958855473487,0.25304166696121233,,,0.0006942284844758093,,0,,,,,5.712108241662984e-05,,0.007710653474894648,0,,,,0.005145239200206832,,,0
kobs_state-3c529ed4-d403-11ec-b0f7-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0,0,0.0002709599449959655,,0.020330357981633976,0.01696361097826027,0.061332573657347206,0.017397549798165116,0.1300582122307581,,,,,,0.0004052333956812098,,0,,,,0.013287714287750753,0,0,0.006739796314742967,0,,,,,,,0
kobs_state-3c52a779-d403-11ec-9b4e-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0.00027804041076941193,0,0.0005339536630537077,,0.01660733520070524,0.005303820162280972,0.07839220310606256,0.01359944622355016,,0.008288064326285153,,,,,0,0.08655578529122657,0,,0.03205758465919377,,,0.0008943511493451003,,0,,,0,0.013162865558064089,0,,,
kobs_state-3c52a7ea-d403-11ec-8450-00155d8545fd,target_applications_credentials_in_configuration_files,1009,0.0002762416003055679,,0,,0.02432805434983449,0.014576422650140208,0.030927689422595907,0.004014244244574113,,,0.16740213603743329,0.22438151986852659,,0.08537574727274637,0,,0,,0.01299369020932834,,,0,,0.005942872680158621,,,,,0.0020712779918034526,,0.0013446141697168467,0
kobs_state-3c52b1aa-d403-11ec-afae-00155d8545fd,target_pod_container_name_similarity,1029,0,,0,,0.02440628468915661,0.004717814437896353,0.03614673412064471,0.00892056133233858,0.10397048503624443,,0.026686274156767692,,0.004748701871021322,,0.0006942284844758093,0.076597150143208,,,0.07162168280578735,,,0.00012954763370526604,0,0,0,,,0.1865424726892392,0.0001912119926131411,,,
kobs_state-3c52b217-d403-11ec-ba78-00155d8545fd,target_pod_container_name_similarity,1029,0,,0,,0.0041382357320268745,0.00822676639778837,0.09500938913261472,0.0033202770777294123,,,,,0.002662892559172111,,0.0007824972510021874,0.08854920143606185,,,,,,0,0.002121661346331314,0,,0,0,0.05311894417174097,,,,0.002687257763523212
kobs_state-3c52b38f-d403-11ec-9dc9-00155d8545fd,target_pod_container_name_similarity,1029,0,,0,,0.0023810163794168587,0.01418140494878737,0.013723423290931165,0.01359944622355016,,,,,,0.060615668877001525,0.00030990950239453285,0.0772915114257234,0,,0.060549811873919716,,,0.0009412566052476526,,0.008034895470308612,,,,0.03867808574739964,0,0.07462038580613688,,0.005607752864295636
kobs_state-3c52b3c6-d403-11ec-a11a-00155d8545fd,target_pod_container_name_similarity,1029,0.0004091675447730614,,0.0002691047479813443,,0.001198289800352648,0.004646138153865969,0.0803194588046938,0.014825797195629055,,,0.0003678667481824743,,0.007373900928602353,,0.0007200039943583181,0.014444326630699672,,,0.08055790544162603,0,,0,0.00764911331825058,0,,,,0.1279298893151167,,0.051590555537977034,0,0
kobs_state-3c52b6ea-d403-11ec-ab5b-00155d8545fd,target_pod_container_name_similarity,1029,0.0009478911929990083,,0.0007412001087268943,,0.0014042438384517855,0.00175224995428904,0.013073432917022901,0.019476886873143282,,0.008624068716048186,,,,,0,0.01012331270295507,,0.05704117424839448,,,,0,,0.008969637354051797,,,0.00038848951667756483,0.08724265478366838,,0.00233723416521491,,0.00472198482851208
kobs_state-3c52b9ac-d403-11ec-8910-00155d8545fd,target_pod_container_name_similarity,1029,0,0,0,,0.01527470432913741,0.016968582358458325,0.002383728475598402,0.003936760457972241,0.14288032628559275,0.000576020710078234,,,,,0.0008833824926470018,0.07474812430401487,,0.012572911430272499,,0,,0,,0,,0.0064063065902617245,,0.09133984635723401,,0.009486541466224113,0,
kobs_state-3c52bdb3-d403-11ec-9c52-00155d8545fd,target_pod_container_name_similarity,1029,0,,4.9757885833083425e-05,0,0.02432805434983449,0.015366458294477336,0.028183197179529204,0.014513930573088578,,,,,,,0,0.06101260382471061,0,,,0.002747030667889942,0.009874223923626328,0,,0.0035137261261402736,,,,0.15351292235312386,,,0.006272638182789077,0.0049944521681659325
kobs_state-3c52bdeb-d403-11ec-a15d-00155d8545fd,target_pod_container_name_similarity,1029,0.0008668120451370828,,0,,0.021916693180620245,0.011441249776220765,0.049671579974041896,0.012610166625512828,0.1697600605149164,0,0.20457964229377376,,,0.0894635322541765,0,0.04766217523364156,,,,,,0.0005931308018779973,0.0065864219906877795,0,0,,,0.1825613546056447,,,,0
