src_id,dst_id
ktech-be003bad-fc60-4ba7-868d-194f909d4c4b,kobs_state-3c5304ea-d403-11ec-89fc-00155d8545fd
ktech-be003bad-fc60-4ba7-868d-194f909d4c4b,kobs_state-3c530523-d403-11ec-b33d-00155d8545fd
ktech-be003bad-fc60-4ba7-868d-194f909d4c4b,kobs_state-3c53055b-d403-11ec-a88b-00155d8545fd
ktech-be003bad-fc60-4ba7-868d-194f909d4c4b,kobs_state-3c530591-d403-11ec-8285-00155d8545fd
ktech-be003bad-fc60-4ba7-868d-194f909d4c4b,kobs_state-3c5305c7-d403-11ec-b2de-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531cc0-d403-11ec-894d-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531d3a-d403-11ec-b2f3-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531d7b-d403-11ec-b238-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531db5-d403-11ec-806a-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531df1-d403-11ec-bf8d-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531e2a-d403-11ec-8323-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531e61-d403-11ec-8162-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531e99-d403-11ec-9e14-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531ee0-d403-11ec-9877-00155d8545fd
ktech-1ccba6a5-ff26-4306-bd58-c652533540e6,kobs_state-3c531f18-d403-11ec-ba3c-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c5333ca-d403-11ec-9bc5-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c533425-d403-11ec-b5c1-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c5334ba-d403-11ec-a9e7-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c5334f9-d403-11ec-a9ad-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c533531-d403-11ec-a182-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c533568-d403-11ec-9be5-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c5335a0-d403-11ec-9805-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c5335d6-d403-11ec-9ce7-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c53360c-d403-11ec-a680-00155d8545fd
ktech-63d3ac25-85f8-4c5b-b2e2-cce25363560e,kobs_state-3c533642-d403-11ec-8e18-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c534eef-d403-11ec-8af8-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c534f4c-d403-11ec-b6f6-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c534f8a-d403-11ec-9ff7-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c534fc3-d403-11ec-9128-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c534ffa-d403-11ec-8078-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c535032-d403-11ec-9264-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c53506a-d403-11ec-abd5-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c5350a1-d403-11ec-bb25-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c5350d5-d403-11ec-85f9-00155d8545fd
ktech-de76a07a-0935-4cea-9755-089a2da00020,kobs_state-3c53510a-d403-11ec-ae1c-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c5365ca-d403-11ec-8a83-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c536621-d403-11ec-a749-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c53665f-d403-11ec-a07b-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c536698-d403-11ec-afb8-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c5366d0-d403-11ec-b6ab-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c536707-d403-11ec-88f4-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c53673f-d403-11ec-bd03-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c5368e1-d403-11ec-801b-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c536972-d403-11ec-9e3c-00155d8545fd
ktech-cce3dfde-fcbc-4972-b666-e50403edb23e,kobs_state-3c5369c3-d403-11ec-a926-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c537fc6-d403-11ec-b3bf-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c538029-d403-11ec-9ace-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c53806a-d403-11ec-b055-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c5380a3-d403-11ec-ad2e-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c5380db-d403-11ec-a903-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c538112-d403-11ec-9ebb-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c53814a-d403-11ec-bc27-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c538181-d403-11ec-96e0-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c5381b7-d403-11ec-b24e-00155d8545fd
ktech-e0117c66-e93b-4f5d-b484-1310c38f2fa1,kobs_state-3c5381ed-d403-11ec-a2b0-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539943-d403-11ec-91c6-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c53999d-d403-11ec-9b6e-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c5399da-d403-11ec-9c71-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539a13-d403-11ec-bf25-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539a4b-d403-11ec-af26-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539a81-d403-11ec-9865-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539ab8-d403-11ec-a2e9-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539af0-d403-11ec-94f3-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539b26-d403-11ec-a5f7-00155d8545fd
ktech-cce83cd7-20ee-4a03-b731-51df2c399b4c,kobs_state-3c539b69-d403-11ec-92a0-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b001-d403-11ec-8bb7-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b06f-d403-11ec-a67a-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b0b3-d403-11ec-b73d-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b0ee-d403-11ec-a65f-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b126-d403-11ec-9b51-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b15e-d403-11ec-b1ec-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b196-d403-11ec-aa9a-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b1cd-d403-11ec-81f0-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b203-d403-11ec-97b2-00155d8545fd
ktech-4e32dea8-742d-474f-bf43-bbfce4656239,kobs_state-3c53b23a-d403-11ec-93ea-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53fcfd-d403-11ec-b246-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53fe32-d403-11ec-980a-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53fe77-d403-11ec-bd75-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53feb3-d403-11ec-a61a-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53feef-d403-11ec-b4f9-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53ff28-d403-11ec-bb7e-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53ff63-d403-11ec-a5d4-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53ff9d-d403-11ec-810c-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c53ffd7-d403-11ec-b550-00155d8545fd
ktech-686b23f5-bcce-4c68-a6e5-fcf31a7f6ed8,kobs_state-3c5400be-d403-11ec-bd8a-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c5419da-d403-11ec-abf4-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541a37-d403-11ec-94f9-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541a75-d403-11ec-ac8d-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541aad-d403-11ec-bc76-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541ae5-d403-11ec-884e-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541b1c-d403-11ec-a4cb-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541b53-d403-11ec-a996-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541b89-d403-11ec-9622-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541bbd-d403-11ec-a6ca-00155d8545fd
ktech-e9238385-bcec-4866-9493-2fb6b9129c04,kobs_state-3c541bf2-d403-11ec-b7dc-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543265-d403-11ec-970d-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c5432c4-d403-11ec-b9b5-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543305-d403-11ec-be9d-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543340-d403-11ec-bb06-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543378-d403-11ec-800b-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c5433b3-d403-11ec-aad3-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c5433ed-d403-11ec-9823-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543424-d403-11ec-8d38-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c54345b-d403-11ec-b891-00155d8545fd
ktech-0c3de308-f0f5-44d8-a4a2-dd3d74452216,kobs_state-3c543492-d403-11ec-a2f1-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c5449bd-d403-11ec-a2e9-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544a19-d403-11ec-848b-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544a57-d403-11ec-aee8-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544a8f-d403-11ec-9b62-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544ac7-d403-11ec-9978-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544afd-d403-11ec-b166-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544b34-d403-11ec-8be1-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544b69-d403-11ec-b878-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544b9f-d403-11ec-9248-00155d8545fd
ktech-6f14fa07-7cbf-4473-9ab3-d47864b7ed98,kobs_state-3c544bd4-d403-11ec-92fe-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c5461b8-d403-11ec-8061-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c546213-d403-11ec-80c5-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c546252-d403-11ec-b541-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c54628a-d403-11ec-93a0-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c5462c1-d403-11ec-9543-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c5462f7-d403-11ec-a9ac-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c54632e-d403-11ec-98f2-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c546365-d403-11ec-9672-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c546399-d403-11ec-95f0-00155d8545fd
ktech-e642da19-c9bb-47eb-85f9-3400d5376c57,kobs_state-3c5463cf-d403-11ec-b279-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c54782e-d403-11ec-86dc-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c5478a7-d403-11ec-8ddf-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547985-d403-11ec-aeca-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547a08-d403-11ec-a145-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547a53-d403-11ec-99ec-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547aa7-d403-11ec-997b-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547ae5-d403-11ec-bc91-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547b1f-d403-11ec-989a-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547b5a-d403-11ec-bfec-00155d8545fd
ktech-4aa2cc22-e6a0-4699-9d60-15650f4dc74f,kobs_state-3c547bd8-d403-11ec-a916-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c5490ed-d403-11ec-a984-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c54914c-d403-11ec-b6d8-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c549188-d403-11ec-bf23-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c5491c0-d403-11ec-a228-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c5491f6-d403-11ec-92b4-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c54922c-d403-11ec-b97d-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c549262-d403-11ec-9e26-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c549297-d403-11ec-8bfc-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c5492cc-d403-11ec-aa47-00155d8545fd
ktech-4a67ed7a-7387-4ff4-a610-0060a02d2eb8,kobs_state-3c5493d6-d403-11ec-bf34-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54aa0a-d403-11ec-b00d-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54aa75-d403-11ec-9e07-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54aac1-d403-11ec-a7b7-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ab09-d403-11ec-a1a4-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ab4b-d403-11ec-9dc0-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ab8f-d403-11ec-ba49-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54abd0-d403-11ec-9611-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ac14-d403-11ec-82b3-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ac57-d403-11ec-b918-00155d8545fd
ktech-336f8b2c-71f1-47f6-b1c7-6e2b7b2d122d,kobs_state-3c54ac9a-d403-11ec-89c1-00155d8545fd
ktech-5a728e27-6359-433e-b673-ab863b561427,kobs_state-3c54c1d5-d403-11ec-95ba-00155d8545fd
ktech-5a728e27-6359-433e-b673-ab863b561427,kobs_state-3c54c22b-d403-11ec-a63b-00155d8545fd
ktech-5a728e27-6359-433e-b673-ab863b561427,kobs_state-3c54c267-d403-11ec-9304-00155d8545fd
