id,source_id,target_id
relationship--2533b541-40a6-4849-a93f-2276c4feefd2,x-mitre-data-component--f42df6f0-6395-4f0c-9376-525a031f00c3,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0
relationship--22ba966c-e07e-4718-821c-4a57fe3705ad,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0
relationship--e5efeda7-cfe9-42e3-a015-6cf25071caa5,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0
relationship--5750c3fc-54dc-41e0-b661-c548deee0b9a,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0
relationship--1a2525a3-6e34-444b-b055-67d21f14e697,x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71,attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3
relationship--cb4fd342-3356-4289-9661-97b5d762bc89,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3
relationship--925b4737-5a74-4cee-9335-2534f7ae7c94,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
relationship--60069e30-f64a-4515-9c40-b3a9f455f780,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
relationship--cf3093d2-9fd6-4004-a6c8-5c071ba83876,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
relationship--113e09ed-f732-44ad-bc8a-5a14c939864f,x-mitre-data-component--b008766d-f34f-4ded-b712-659f59aaed6e,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--abb19a50-d9ec-4978-ab58-f4940161e1cd,x-mitre-data-component--181a9f8c-c780-4f1f-91a8-edb770e904ba,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--cc7193f4-c16a-4c1b-8605-0517de8947f9,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--5f2d57af-857e-4912-85a7-5d0a96ee9a64,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,attack-pattern--800f9819-7007-4540-a520-40e655876800
relationship--e9ada3b5-26b5-468c-864f-c8f5806ed453,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a
relationship--e7431ae7-4c26-4043-97d0-31835828ba73,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a
relationship--d1af80bc-f27a-46ef-9dea-4aa67a6a83f6,x-mitre-data-component--e905dad2-00d6-477c-97e8-800427abd0e8,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a
relationship--29908e34-dba9-41c7-bc4e-f1c2c97dab17,x-mitre-data-component--e905dad2-00d6-477c-97e8-800427abd0e8,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36
relationship--793aca65-2d1b-487d-96f1-a7b3d4b18026,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36
relationship--d9229489-4c85-4125-945f-6081f2f99f43,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36
relationship--85ddf8c4-92fe-4f48-b47c-78bf06ba44d6,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
relationship--22215706-6254-4c24-8ca0-39a770b23ec9,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
relationship--a32b030b-32fb-4e94-b741-1122a33a1d74,x-mitre-data-component--39b9db72-8b48-4595-a18d-db5bbba3091b,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--102733a2-3df3-4b80-babf-89653b5357f4,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--cb1a6b6a-cc35-4769-a954-217dfe0a9e8d,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65
relationship--35fe75a6-11d0-4528-97ee-852aced5ed0a,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
relationship--1116b91b-3b1e-41a3-a60b-677f06eb810b,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
relationship--9e2d90d1-de00-4a79-9134-279eb3bee540,x-mitre-data-component--8e44412e-3238-4d64-8878-4f11e27784fe,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
relationship--9c5b1767-f7cc-4807-887c-92e09a8a706f,x-mitre-data-component--8d8c7cac-94cf-4726-8989-cab33851168c,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
relationship--1bf86155-186c-4900-96d1-49237f907874,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2
relationship--ad4acffd-0f97-4e13-84ad-1290b1884ab5,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3
relationship--285ff280-83a7-4c2a-810a-a41a307533c0,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--e313fddb-de37-4e9a-89fb-8fa928c9450c,x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--213ba52c-8404-4069-9c8b-3b017078d601,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436
relationship--1be2f89a-1584-486a-b5e0-5735ee0a7a1f,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1
relationship--58e3de22-ea12-4e27-b0a1-93aee0dc0905,x-mitre-data-component--f42df6f0-6395-4f0c-9376-525a031f00c3,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
relationship--39b38754-4a37-4665-acb7-6645a08e9ad2,x-mitre-data-component--a5ae90ca-0c4b-481c-959f-0eb18a7ff953,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
relationship--0337dbde-bc25-47ec-936c-19624d3f0df3,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--1126cab1-c700-412f-a510-61f4937bb096
relationship--68133f16-6364-43f0-a774-22bbf0daf71b,x-mitre-data-component--fafaa705-ec08-4405-ac62-288c252e520d,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--c5892089-9b2f-4cb4-89a9-16794d0945b2,x-mitre-data-component--91b3ed33-d1b5-4c4b-a896-76c55eb3cfd8,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--030ca731-da9e-4605-8dd1-15dd1297ef5b,x-mitre-data-component--df508a43-65f5-453f-8b8f-4b5d64e60a21,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--43d71a3e-1a46-4b5d-b887-cb373d143c9a,x-mitre-data-component--07688e40-a7fa-4436-937f-1216674341a0,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--79f5dc43-7014-46df-8409-d34203da5d1a,x-mitre-data-component--c0edd522-0aef-46b3-8efa-2bd334ce4242,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--88ba6611-ce8b-4411-93cb-5eb245295dba,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--0470e792-32f8-46b0-a351-652bc35e9336
relationship--8afca8e1-320a-4eed-b865-995a9b6b3920,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc
relationship--773f172e-c087-451f-af0d-f3f173736015,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc
relationship--f919b3aa-87dc-49f0-9fd0-676ed49d0d60,x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
relationship--9ed53038-8320-4b6c-bbf3-764c68df8342,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
relationship--442a2cd1-62fa-4da2-9160-afbf88e6a8b9,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580
relationship--a5a90de4-41ab-4275-9dfe-c0ddc6ab7565,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580
relationship--d6f3c818-929f-43d8-8888-fba25dff7b1c,x-mitre-data-component--ed0dd8aa-1677-4551-bb7d-8da767617e1b,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580
relationship--558d7ab6-8c3c-44dd-bba5-d5bb3891aae4,x-mitre-data-component--f42df6f0-6395-4f0c-9376-525a031f00c3,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
relationship--e2ef57a9-be09-4b5c-b71a-f98e57a530c9,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
relationship--11ff467e-83b2-4293-bec8-4837784534c5,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
relationship--4abc64bb-16de-4cb5-b0dc-af5e90eef7dc,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c
relationship--b6092abb-41b3-4aab-8e13-a7832bc60190,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
relationship--7656cfa4-3e19-47c3-b0b7-7989b39ee148,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d
relationship--ade90c6d-38cd-4d04-9883-489b8de6f40a,x-mitre-data-component--a5ae90ca-0c4b-481c-959f-0eb18a7ff953,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--61a6e958-5a07-41d3-9b93-be619febcaad,x-mitre-data-component--5fe82895-28e5-4aac-845e-dc886b63be2e,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--96741d5a-c680-44d8-a895-a6437dcb1083,x-mitre-data-component--5263cb33-08cc-4a68-820f-004e1e400d76,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--d70231db-83cd-4ffe-895d-9614200bf0ae,x-mitre-data-component--672b2ebd-4310-4efe-bf03-7ab005298a74,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--65f2522d-4c83-4862-b92b-9385805d54f1,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92
relationship--5f5972b4-cb84-4277-83fb-55f0b210a25d,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3
relationship--038ef88e-14c6-4db0-a01e-2c33402d9e48,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3
relationship--7dd3aec9-79b3-4482-b45e-f76b498f57f4,x-mitre-data-component--e52d89f9-1710-4708-88a5-cbef77c4cd5e,attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d
relationship--f25b9b24-7c42-42b2-941f-6cb8653043c9,x-mitre-data-component--ec0612c5-2644-4c50-bcac-82586974fedd,attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d
relationship--9ebbabdc-0468-43f0-a15d-c13c584dd180,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--8801779f-200c-4744-823e-c3405ec9a22e,x-mitre-data-component--9f387817-df83-432a-b56b-a8fb7f71eedd,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--cb7b8743-0d0a-46a1-bab9-80f90e73d127,x-mitre-data-component--7f70fae7-a68d-4730-a83a-f260b9606129,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--ccba2fd3-636e-4283-8bd8-792b544df6f5,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--35f2bf9c-b70c-4c45-b319-0fd728b0cce9,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--4b4fadc1-a402-4d56-9e4f-8c76b03def23,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a
relationship--e8a85d1b-fc69-4c16-b57e-b4950cdc7731,x-mitre-data-component--d2ff4b56-8351-4ed8-b0fb-d8605366005f,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c
relationship--62b24ac0-b55c-42fa-bbf3-80ab7ba620d9,x-mitre-data-component--c97d0171-f6e0-4415-85ff-4082fdb8c72a,attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c
relationship--a68e6fa7-1d89-48ba-9b0e-0e1378ba52c0,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--3e087d2f-6f33-426d-beb2-b57e69f63d42,x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--ce39c6b0-7fb5-4afe-8430-cdeb62ae92ac,x-mitre-data-component--c97d0171-f6e0-4415-85ff-4082fdb8c72a,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--3dca7d3d-0869-4255-a565-cccd3c72a332,x-mitre-data-component--d2ff4b56-8351-4ed8-b0fb-d8605366005f,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--2ed8a8c7-2b1b-4bac-bc35-4d4fad2284b7,x-mitre-data-component--61f1d40e-f3d0-4cc6-aa2d-937b6204194f,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--88e72e23-0d97-47ce-92a9-61fa36344550,x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--db9253ca-17d2-4ef6-bb17-01fd0951d7b3,x-mitre-data-component--1177a4c5-31c8-400c-8544-9071166afa0e,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--a5f9fb09-17b2-48fb-823b-811e4168f678,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--73cba115-ad81-456f-a52b-54f97f42b218,x-mitre-data-component--74fa567d-bc90-425c-8a41-3c703abb221c,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--144b1ada-c2cc-40ae-8a95-a509a63e8bd8,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--74cfafb4-a4ae-4237-bd0b-57dbb14fa7c2,x-mitre-data-component--39b9db72-8b48-4595-a18d-db5bbba3091b,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--0e7062b4-4010-4806-afcb-299ddef0c31c,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--1f026982-e045-4a63-b0ec-a075d81e1c32,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--d802c2ab-4fc1-45ba-832a-1d7852d2934d,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
relationship--9e60bb82-19b3-4e76-82f0-32b8b6e611ba,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
relationship--28614524-0392-46fd-b9b9-d24dec6cadd2,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e
relationship--a735d1e1-10bf-42e7-aafd-222b4d24d581,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e
relationship--36f0a98d-2658-4eff-82f2-21defc09bb84,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497
relationship--9d035ede-612d-4919-9a69-0e4087e786cf,x-mitre-data-component--ee575f4a-2d4f-48f6-b18b-89067760adc1,attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497
relationship--9764e270-8c29-47c1-90c2-31f7d57a17c6,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--824add00-99a1-4b15-9a2d-6c5683b7b497
relationship--8b1d88b8-7990-4fef-9dd0-1a422a81d62c,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4
relationship--2a5472fb-e971-42e2-a6fe-8c1236b8c4b7,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4
relationship--72998c1e-2455-49f4-bb03-5ffae89433b5,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4
relationship--329424c6-bea7-4b20-9e32-2a7db75f6281,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4
relationship--41cbc2d5-a360-4c1c-85b1-32459b05ae08,x-mitre-data-component--a5ae90ca-0c4b-481c-959f-0eb18a7ff953,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--88c5ab38-2081-4e18-b069-d69c252aff97,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--11f5ed28-a9dc-4dd0-91ea-8f5df726ce56,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665
relationship--f77bdb5c-55c5-4b90-91d1-27c6dc7e811a,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
relationship--577e10be-95b2-448c-bd12-1ee31f9514b6,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
relationship--81dc6d45-2afe-4646-ad04-cc40ca768f2c,x-mitre-data-component--3551476e-14f5-4e48-a518-e82135329e03,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
relationship--ef6c1da8-65d5-47fd-84ab-4d0fa6246c7f,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
relationship--c1b53315-fe59-4485-bc15-95b59cc34058,x-mitre-data-component--39b9db72-8b48-4595-a18d-db5bbba3091b,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
relationship--b3515d7c-4e11-44b3-9342-4a6a7c378e75,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
relationship--f7502fdc-497f-4b1d-ad76-dcf213fd27b5,x-mitre-data-component--e905dad2-00d6-477c-97e8-800427abd0e8,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--b620b0ce-baaf-4700-9454-92977c5172ce,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--00a4a29f-bbc3-45aa-82ad-7adb0c67a7db,x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
relationship--98a274a6-ae73-428e-bf51-825c75f467b5,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
relationship--7c99fea0-3497-4eec-aca9-5ffdcdec52d9,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59
relationship--959882ec-644b-4d10-b75f-aeda438c251f,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59
relationship--e09816fa-78e1-439e-8b57-dfcb9f08a3fb,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--71c5ab4c-c567-4043-aa8b-3b83a4eb5808,x-mitre-data-component--61f1d40e-f3d0-4cc6-aa2d-937b6204194f,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--e99392ab-a2a4-4a41-ad3e-4ec136829733,x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--6c816b9e-ec4e-417d-9427-b03c271a0c1c,x-mitre-data-component--1177a4c5-31c8-400c-8544-9071166afa0e,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--5c958009-dae2-44b3-840f-42985b0593c9,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--7d20e7fe-b5e6-4ee9-8d5f-dd3e9ca9365d,x-mitre-data-component--74fa567d-bc90-425c-8a41-3c703abb221c,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--d84b4fa0-9da7-4341-a123-f72ceb895fe5,x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--5ea008d4-60a3-4dfa-a670-2d70e70953b8,x-mitre-data-component--9f387817-df83-432a-b56b-a8fb7f71eedd,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--fe89ee6f-dc2c-4e0c-9279-df6bafbcc333,x-mitre-data-component--c97d0171-f6e0-4415-85ff-4082fdb8c72a,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--522c6f48-e608-420d-a5c8-ded1002149a6,x-mitre-data-component--d2ff4b56-8351-4ed8-b0fb-d8605366005f,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--8f4eca0c-db40-481a-8dac-1b2f0c6dfd9c,x-mitre-data-component--e52d89f9-1710-4708-88a5-cbef77c4cd5e,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--501000d2-04db-4f89-96fe-2eef2e46bc43,x-mitre-data-component--ec0612c5-2644-4c50-bcac-82586974fedd,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
relationship--b6cc5fef-2bcd-4772-910f-370774e87a4b,x-mitre-data-component--b008766d-f34f-4ded-b712-659f59aaed6e,attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f
relationship--c5d62fbd-ff2e-459a-84a3-462aa73ac01e,x-mitre-data-component--071a09b1-8945-46fd-8bb7-6bcc89400963,attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f
