id,source_id,target_id
relationship--62eee3f5-f7ab-4029-a690-635452f1def7,malware--e9e9bfe2-76f4-4870-a2a1-b7af89808613,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--db283fff-4b13-4c79-85f0-5cdb6b76e964,malware--007b44b6-e4c5-480b-b5b9-56f2081b1b7b,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--83185e47-895c-4c40-8043-fbf279006873,malware--60d50676-459a-47dd-92e9-a827a9fe9c58,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--e7b5511a-3528-48d1-9224-6c5ff88b3825,malware--d3afa961-a80c-4043-9509-282cdf69ab21,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--5e6e745f-d756-4b6e-90e1-3adcf848570b,malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f
relationship--3b31b258-d3e0-4acc-9c20-de870baa64a0,malware--f108215f-3487-489d-be8b-80e346d32518,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--60349cdb-6f9a-4962-92aa-105eea1d112a,malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--fb243cd7-7dec-4836-a341-c9e30c0099ee,malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
relationship--8dd9d97d-0eb1-4e17-94ac-5589db51f878,malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--417552c3-3db4-491a-86bb-7fe2c513d406,malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--93addaa1-7baa-4fdd-ab92-3e58865a5ef2,malware--06d735e7-1db1-4dbe-ab4b-acbe419f902b,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
relationship--185a72dd-e151-4eba-81f4-c3eeaa67873a,malware--b7e9880a-7a7c-4162-bddb-e28e8ef2bf1f,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--81cfd1fd-999b-4730-b5dc-363d367dd92e,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
relationship--dbccbeab-26c9-476e-b529-c193f9796cbc,malware--a8d3d497-2da9-4797-8e0b-ed176be08654,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
relationship--a628def4-31a4-475e-b4b8-615534d8d585,tool--da04ac30-27da-4959-a67d-450ce47d9470,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
relationship--f36a8899-940f-4c8f-924d-eef2f056744d,tool--38952eac-cb1b-4a71-bad2-ee8223a1c8fe,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
relationship--e1614b27-52c5-41e5-bbcb-ab08a9a5e85c,malware--bd0536d7-b081-43ae-a773-cfb057c5b988,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--2cfa6113-1995-494a-b767-61d3f371e0ea,malware--7f8730af-f683-423f-9ee1-5f6875a80481,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
relationship--72f5ca9f-6b0e-4051-b2ae-da1b59e6ed2b,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--152f2412-dbba-48b7-bbe9-612798f3ac23,malware--65ffc206-d7c1-45b3-b543-f6b726e7840d,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--49c17cdc-72a5-442d-b153-2cc9f9cf059d,malware--5bcd5511-6756-4824-a692-e8bb109364af,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd
relationship--a67d4b9b-0c8f-41d8-a7f2-6d4c61fcb1ea,malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--f0b6fe64-e138-42c9-9cc7-896467dc26f8,malware--3d8e547d-9456-4f32-a895-dc86134e282f,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2
relationship--2b4a8be2-8403-43d4-addd-79c504e3dec8,malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--3bda9db3-3532-429c-86a4-8ff3ee32f59f,malware--b7e9880a-7a7c-4162-bddb-e28e8ef2bf1f,attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce
relationship--9669920d-eff9-4436-9357-409eb7db002c,malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--6d51e34d-d2ee-41aa-9ec7-dc74c84ebe9f,malware--17b40f60-729f-4fe8-8aea-cc9ee44a95d5,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--2843ccc2-4869-48a0-8967-b9856a778a2c,malware--196f1f32-e0c2-4d46-99cd-234d4b6befe1,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--def89c4a-b394-4137-8a96-c794780352f2,malware--11e36d5b-6a92-4bf9-8eb7-85eb24f59e22,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--30c22798-520c-40cc-b53f-352a1c0a4940,malware--5189f018-fea2-45d7-b0ed-23f9ee0a46f3,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f,malware--0b32ec39-ba61-4864-9ebe-b4b0b73caf9a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--3464b769-7884-4721-8384-1771472f668d,malware--6b62e336-176f-417b-856a-8552dd8c44e1,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--1f06f614-8f5a-4666-9fa5-fcda1535f97d,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--6c7285ce-7ae2-4d85-a629-4f6eab659fb1,malware--a5528622-3a8a-4633-86ce-8cdaf8423858,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
relationship--66a13868-e416-49d4-85ad-318f93f91a29,malware--4a98e44a-bd52-461e-af1e-a4457de87a36,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--3d4a9fd6-34cb-4883-a00c-4aea3d00869e,malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--f3c37734-1f69-44ee-9e27-480ba68c79f4,malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--26352538-769c-42c0-9e38-0338c5891432,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
relationship--24db8ce5-951e-4952-9aff-c005a563cb99,malware--049ff071-0b3c-4712-95d2-d21c6aa54501,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--9c7a7eca-b91a-4974-bcf0-cfb77f105abd,malware--73a4793a-ce55-4159-b2a6-208ef29b326f,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--df520c15-50fc-46cf-8559-368e88072aa7,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
relationship--4e66aad2-7c30-4c05-9f8e-767ac1cff08e,malware--de6cb631-52f6-4169-a73b-7965390b0c30,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--abb4a85a-d98a-46f7-965b-48d9f88fe9b6,malware--4e6b9625-bbda-4d96-a652-b3bb45453f26,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--abdf9690-d578-4f86-a2cc-295c2789bb4e,malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
relationship--3c630128-27ba-4c71-b09a-c9ac39e7acac,malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
relationship--84e0c62b-b1a6-4ecd-8607-f0b516cb48f6,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--47e4d006-2685-4628-a46b-f6d9066f3585,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--c9dca829-6417-4121-9462-650ac852b8c2,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
relationship--279654f5-dece-48db-bc9a-93242b62433c,malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--9b1709f3-5062-42f1-82d9-191e66e1d14a,malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
relationship--63f0007e-833e-4d6a-b79e-873525979f40,malware--2eb9b131-d333-4a48-9eb4-d8dec46c19ee,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
relationship--1dfbe8fe-0e7a-42a7-85f0-a94b086b470b,malware--76abb3ef-dafd-4762-97cb-a35379429db4,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
relationship--b3981ca6-7ef0-4625-99a8-9cbec731bac9,malware--eff1a885-6f90-42a1-901f-eef6e7a1905e,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
relationship--add09428-6eda-4cb2-8817-008038ed4f00,malware--2a70812b-f1ef-44db-8578-a496a227aef2,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52
relationship--19e44b4d-fb66-43f9-8853-8e42692522b2,tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580
relationship--dc68cc0c-154a-4c69-a35a-b7fd843d8e98,malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
relationship--ff2b7bc3-d6ca-488a-bdd5-1f2f27dfc8bd,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--044ad6d3-9389-4764-9b96-ad53dc98840d,malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
relationship--28084f31-80be-472b-bd15-6945b2905a93,malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--e6b68811-113e-4f86-8096-9f506e34dda1,malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--6d8d9425-86ec-42d3-bce5-2af53d4f1fad,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
relationship--1aa10371-6473-416a-8b8b-17c36f700233,malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--01a1c2f4-ccb3-4238-9c9c-d6ca3a098ed9,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--c8bceb4a-0cf2-43c9-9729-20ed706c4c72,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--553e41ba-f8e6-408c-bdbd-f46246124df6,malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--fabd053f-487c-404f-b1b0-b090e442ff83,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--9fe01f98-e0b3-4749-b9a6-eb10c216c548,malware--d69c8146-ab35-4d50-8382-6fc80e641d43,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--b6970925-a435-4942-b244-60e4f57acf86,malware--98e8a977-3416-43aa-87fa-33e287e9c14c,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--48b75b8b-5bef-4f99-baa8-5fa978d371d2,malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--a4a49b56-e220-4a81-a0da-43b63c012cfe,malware--e6ef745b-077f-42e1-a37d-29eecff9c754,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b
relationship--ea5f9e1f-68fb-46dd-9e09-f66066808d0c,malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--2355c588-ff82-4eaf-82db-54af59ede582,malware--fde50aaa-f5de-4cb8-989a-babb57d6a704,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d
relationship--75f7d0e0-b1e9-4289-8895-d8a262930523,tool--03342581-f790-4f03-ba41-e82e67392e23,attack-pattern--a01bf75f-00b2-4568-a58f-565ff9bf202b
relationship--11874e26-e692-43da-bb54-760e51a4714f,malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--a5f43f22-7157-4e5a-8d08-d700471f1993,malware--049ff071-0b3c-4712-95d2-d21c6aa54501,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0
relationship--448ea71c-ebfa-4604-bb8e-0c8c997c746a,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
relationship--ced175fd-1f27-44cb-8d7f-44277b1754e4,tool--fbd727ea-c0dc-42a9-8448-9e12962d1ab5,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
relationship--32864e94-8581-4f77-bf7d-53aaf3710f60,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
relationship--b4c195b6-7b1f-4320-8040-e91c11ec8cbb,malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
relationship--bdde6ad0-b6eb-4e3a-80e4-8a9db6a9570d,malware--c0c45d38-fe57-4cd4-b2b2-9ecd0ddd4ca9,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--1088fc27-2de5-4b73-83fd-6741ab3ff4d6,malware--a60657fa-e2e7-4f8f-8128-a882534ae8c5,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--c81c6d91-00f3-4c8b-bf34-929972685aa3,malware--b4d80f8b-d2b9-4448-8844-4bef777ed676,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--ea964313-8f60-4cff-800c-2ea49e2c19d7,malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
relationship--38419f2f-51d2-47ed-9fd9-bba3712474cc,malware--54e8672d-5338-4ad1-954a-a7c986bee530,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--9409dcff-0ddf-43f6-b7c0-937fd9216ee0,malware--6a92d80f-cc65-45f6-aa66-3cdea6786b3c,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
relationship--3e418cf0-fbe4-4de1-84bf-e137c5c0a72a,malware--f9b05f33-d45d-4e4d-aafe-c208d38a0080,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc
relationship--d7d3cf5c-e541-4639-95c6-8cdea60b084d,tool--bba595da-b73a-4354-aa6c-224d4de7cb4e,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--3837e91f-47d5-4b30-b11b-76a91450c4ef,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e
relationship--be5dadd8-71ce-40ac-8858-5d5c5fbe0e96,malware--37cc7eb6-12e3-467b-82e8-f20f2cc73c69,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
relationship--a99f7b3c-4757-47b0-8649-795f1e0f7c60,malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--ae38c68d-cc08-4460-9d98-ddf957f837e2,malware--e6ef745b-077f-42e1-a37d-29eecff9c754,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--fa745ba0-428f-4c3c-84be-e333f659690f,malware--cf8df906-179c-4a78-bd6e-6605e30f6624,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--66bec558-ff92-42ff-a8c1-5b47d071d606,malware--5967cc93-57c9-404a-8ffd-097edfa7bdfc,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--37aa4e22-824b-468c-ae46-d9d007cc7cc7,malware--9752aef4-a1f3-4328-929f-b64eb0536090,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
relationship--5a1876a1-144f-4416-b9bf-6df819613962,malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--37804b22-63b4-4b24-846e-6541688d9213,malware--a60657fa-e2e7-4f8f-8128-a882534ae8c5,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
relationship--547b575e-bc3c-488a-ae38-8bf6387b33f5,tool--9a2640c2-9f43-46fe-b13f-bde881e55555,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
relationship--f5633e19-e1be-4631-b714-d88016ded128,malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--533deac3-2f27-4256-bb11-7d68d8824d47,malware--09b2cd76-c674-47cc-9f57-d2f2ad150a46,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c
relationship--c8480a31-f2ef-4de2-82b2-95b1ddedec2e,malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--90e64a7a-42e6-4b95-ae85-5ac324d7f6e2,malware--96566860-9f11-4b6f-964d-1c924e4f24a4,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
relationship--f298e191-bb50-48b2-ba3c-d432af8ec457,malware--c541efb4-e7b1-4ad6-9da8-b4e113f5dd42,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579
relationship--31bd2260-ef8d-4f69-a7a8-9388e0d721c9,malware--de6cb631-52f6-4169-a73b-7965390b0c30,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--f120a700-dcac-4c8d-8e92-d6ba3491c2ba,tool--da04ac30-27da-4959-a67d-450ce47d9470,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--2ff304c1-9b4d-4f01-927d-53a1c339f7ab,malware--92b55426-109f-4d93-899f-1833ce91ff90,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--ce459961-3a5a-45f9-b8a4-646e9b475e19,malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--469585eb-231d-4ecb-8fc5-fb4f538c3875,malware--e9595678-d269-469e-ae6b-75e49259de63,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52
relationship--6f8cef32-d057-40f8-be52-62d86b1049e6,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--6e0796d1-4bba-4e18-85fd-8e0d86bf8b35,malware--288fa242-e894-4c7e-ac86-856deedf5cea,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
relationship--6deeb486-90c3-4279-8549-17c81ea2466b,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
relationship--ee5e40d0-f72e-4e0b-8b10-cd5c2057cdc0,malware--5be33fef-39c0-4532-84ee-bea31e1b5324,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--09266cb7-26b3-4959-bcff-a91e309b5588,malware--eff1a885-6f90-42a1-901f-eef6e7a1905e,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
relationship--08b4b3f1-3c20-4e70-8a42-99fd5f191b12,malware--f72251cb-2be5-421f-a081-99c29a1209e7,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
